Model,Average ⬆️,Submission Date,Hub License,Type,#Params (B),rebuilt
Marsouuu/lareneg3B-ECE-PRYMMAL-Martial,23.942055269453448,2024-11-06,apache-2.0,🤝 base merges and moerges,3.821,69.64959568733153
Marsouuu/lareneg3Bv2-ECE-PRYMMAL-Martial,32.112665840964375,2024-11-06,apache-2.0,🤝 base merges and moerges,7.616,80.30548068283917
MaziyarPanahi/Calme-4x7B-MoE-v0.1,20.02390332852601,2024-08-05,apache-2.0,🤝 base merges and moerges,24.154,51.59029649595686
MaziyarPanahi/Calme-4x7B-MoE-v0.2,20.176360946073107,2024-08-05,apache-2.0,🤝 base merges and moerges,24.154,52.31805929919137
MaziyarPanahi/Llama-3-70B-Instruct-v0.1,26.33391343739024,2024-06-26,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",70.554,67.46630727762803
MaziyarPanahi/Llama-3-8B-Instruct-v0.10,26.79740338813341,2024-06-26,other,🔶 fine-tuned on domain-specific datasets,8.03,65.22012578616354
MaziyarPanahi/Llama-3-8B-Instruct-v0.8,26.888884373724007,2024-07-11,other,🔶 fine-tuned on domain-specific datasets,8.03,66.10961365678347
MaziyarPanahi/Llama-3-8B-Instruct-v0.9,26.786644392116216,2024-08-06,other,🔶 fine-tuned on domain-specific datasets,8.03,65.68733153638814
MaziyarPanahi/Qwen1.5-MoE-A2.7B-Wikihow,12.325434589632,2024-09-12,apache-2.0,🔶 fine-tuned on domain-specific datasets,14.316,31.931716082659484
MaziyarPanahi/Qwen2-7B-Instruct-v0.1,22.98150895877193,2024-07-07,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.616,62.461814914645096
MaziyarPanahi/Qwen2-7B-Instruct-v0.8,19.558137588276004,2024-07-07,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.616,54.950584007187786
MaziyarPanahi/calme-2.1-llama3.1-70b,40.93603260877296,2024-07-24,,"💬 chat models (RLHF, DPO, IFT, ...)",70.554,89.88319856244385
MaziyarPanahi/calme-2.1-phi3-4b,25.985365252885945,2024-06-26,mit,"💬 chat models (RLHF, DPO, IFT, ...)",3.821,62.767295597484285
MaziyarPanahi/calme-2.1-phi3.5-4b,28.000378443622285,2024-08-23,mit,"💬 chat models (RLHF, DPO, IFT, ...)",3.821,69.66756513926326
MaziyarPanahi/calme-2.1-qwen2-72b,44.39894388647036,2024-06-26,other,"💬 chat models (RLHF, DPO, IFT, ...)",72.699,96.34321653189576
MaziyarPanahi/calme-2.1-qwen2-7b,23.5418799100886,2024-09-18,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.616,62.264150943396224
MaziyarPanahi/calme-2.1-qwen2.5-72b,47.85672202584548,2024-09-26,other,"💬 chat models (RLHF, DPO, IFT, ...)",72.7,81.69811320754717
MaziyarPanahi/calme-2.1-rys-78b,44.64399850290042,2024-08-08,mit,"💬 chat models (RLHF, DPO, IFT, ...)",77.965,97.01707097933512
MaziyarPanahi/calme-2.2-llama3-70b,38.14006369052438,2024-06-26,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",70.554,88.85893980233602
MaziyarPanahi/calme-2.2-llama3.1-70b,43.31100681386724,2024-09-09,,"💬 chat models (RLHF, DPO, IFT, ...)",70.554,92.75831087151842
MaziyarPanahi/calme-2.2-phi3-4b,25.232640533631116,2024-06-26,mit,"💬 chat models (RLHF, DPO, IFT, ...)",3.821,59.11051212938004
MaziyarPanahi/calme-2.2-qwen2-72b,44.09009576064759,2024-08-06,other,"💬 chat models (RLHF, DPO, IFT, ...)",72.706,95.13027852650494
MaziyarPanahi/calme-2.2-qwen2-7b,23.58331943928233,2024-09-18,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.616,64.29469901168014
MaziyarPanahi/calme-2.2-qwen2.5-72b,47.22457675508573,2024-09-26,other,"💬 chat models (RLHF, DPO, IFT, ...)",72.7,92.77628032345014
MaziyarPanahi/calme-2.2-rys-78b,44.38633440385336,2024-08-08,mit,"💬 chat models (RLHF, DPO, IFT, ...)",77.965,95.63342318059298
MaziyarPanahi/calme-2.3-llama3-70b,37.067032265745496,2024-08-30,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",70.554,86.48697214734952
MaziyarPanahi/calme-2.3-llama3.1-70b,43.275189943129554,2024-09-18,,"💬 chat models (RLHF, DPO, IFT, ...)",70.554,93.53099730458221
MaziyarPanahi/calme-2.3-phi3-4b,24.981612770364112,2024-06-26,mit,"💬 chat models (RLHF, DPO, IFT, ...)",3.821,65.78616352201257
MaziyarPanahi/calme-2.3-qwen2-72b,33.00083092091415,2024-09-15,other,"💬 chat models (RLHF, DPO, IFT, ...)",72.706,75.62443845462714
MaziyarPanahi/calme-2.3-qwen2-7b,23.08170100435127,2024-09-18,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.616,62.722371967654986
MaziyarPanahi/calme-2.3-rys-78b,44.55737382877077,2024-09-03,mit,"💬 chat models (RLHF, DPO, IFT, ...)",77.965,96.35220125786162
MaziyarPanahi/calme-2.4-llama3-70b,32.48622524876468,2024-06-26,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",70.554,80.42228212039534
MaziyarPanahi/calme-2.4-qwen2-7b,22.85144077010553,2024-09-18,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.616,62.71338724168912
MaziyarPanahi/calme-2.4-rys-78b,50.76504719022304,2024-09-03,mit,"💬 chat models (RLHF, DPO, IFT, ...)",77.965,98.61635220125785
MaziyarPanahi/calme-2.5-qwen2-7b,22.6595386850518,2024-09-29,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.616,64.366576819407
MaziyarPanahi/calme-2.6-qwen2-7b,21.23233085446529,2024-09-29,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.616,57.88858939802336
MaziyarPanahi/calme-2.7-qwen2-7b,22.35526715111473,2024-09-18,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.616,59.86522911051212
MaziyarPanahi/calme-3.1-baguette-3b,25.581601911367752,2024-11-08,other,🔶 fine-tuned on domain-specific datasets,3.085,57.798742138364766
MaziyarPanahi/calme-3.1-instruct-3b,21.507090636089917,2024-11-08,other,🔶 fine-tuned on domain-specific datasets,3.085,52.63252470799641
MaziyarPanahi/calme-3.1-instruct-78b,51.28748997363473,2024-11-27,other,"💬 chat models (RLHF, DPO, IFT, ...)",77.965,98.68823000898472
MaziyarPanahi/calme-3.1-llamaloi-3b,24.0933506270088,2024-11-08,llama3.2,🔶 fine-tuned on domain-specific datasets,3.213,50.93441150044924
MaziyarPanahi/calme-3.2-baguette-3b,26.332491008465908,2024-11-08,other,🔶 fine-tuned on domain-specific datasets,3.085,59.7843665768194
MaziyarPanahi/calme-3.2-instruct-3b,24.62035249644337,2024-11-08,other,🔶 fine-tuned on domain-specific datasets,3.086,58.661275831087146
MaziyarPanahi/calme-3.2-instruct-78b,52.08138397879168,2024-11-28,other,🔶 fine-tuned on domain-specific datasets,77.965,98.80503144654088
MaziyarPanahi/calme-3.3-baguette-3b,27.407100524692492,2024-11-08,other,🔶 fine-tuned on domain-specific datasets,3.086,57.0440251572327
MaziyarPanahi/calme-3.3-instruct-3b,27.77891097790277,2024-11-08,other,🔶 fine-tuned on domain-specific datasets,3.086,59.58670260557053
Minami-su/Amara-o1-7B-Qwen,34.488976713679584,2025-01-08,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.616,71.32075471698114
Minami-su/Amara-o2-7B-Qwen,31.034506834602485,2025-01-09,apache-2.0,🔶 fine-tuned on domain-specific datasets,7.616,61.81491464510332
Minami-su/test-7B-00,29.950834319546107,2024-12-24,,🔶 fine-tuned on domain-specific datasets,7.616,65.30098831985624
Minami-su/test-7B-01,30.08150931571436,2024-12-24,,🔶 fine-tuned on domain-specific datasets,7.616,66.19946091644205
Minami-su/test-v2-7B-00,29.484350067576724,2024-12-25,,🔶 fine-tuned on domain-specific datasets,7.616,63.05480682839173
ModelCloud/Llama-3.2-1B-Instruct-gptqmodel-4bit-vortex-v1,12.430004377968435,2025-01-02,llama3.2,"💬 chat models (RLHF, DPO, IFT, ...)",5.453,24.995507637017067
ModelSpace/GemmaX2-28-9B-v0.1,5.991108905848541,2025-02-24,gemma,🔶 fine-tuned on domain-specific datasets,10.159,22.65947888589398
NAPS-ai/naps-gemma-2-27b-v0.1.0,1.6796019124036488,2024-11-11,apache-2.0,🔶 fine-tuned on domain-specific datasets,27.227,9.263252470799639
NAPS-ai/naps-llama-3_1-instruct-v0.5.0,16.000822862572466,2024-09-30,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,33.899371069182386
NCSOFT/Llama-VARCO-8B-Instruct,20.98350927266516,2024-12-21,llama3.1,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,50.44923629829291
Naveenpoliasetty/llama3-8B-V2,20.820686737632144,2024-06-26,,🔶 fine-tuned on domain-specific datasets,8.03,54.67205750224618
NbAiLab/nb-llama-3.1-8B-Instruct,8.479797435320535,2024-12-10,,🔶 fine-tuned on domain-specific datasets,8.03,20.485175202156334
Nekochu/Llama-3.1-8B-German-ORPO,23.254052215833838,2024-09-24,llama3.1,🔶 fine-tuned on domain-specific datasets,8.03,54.896675651392634
Nexesenex/Llama_3.1_8b_DeepDive_3_R1_Prev_v1.0,27.472783833453928,2025-02-27,llama3.1,🤝 base merges and moerges,8.03,61.18598382749326
Nexesenex/Llama_3.1_8b_DobHerWild_R1_v1.1R,29.728397716509164,2025-02-27,llama3.1,🤝 base merges and moerges,8.03,66.70260557053011
Nexesenex/Llama_3.1_8b_DoberWild_v2.02,29.47563015963895,2025-02-28,llama3.1,🤝 base merges and moerges,8.03,67.6639712488769
Nexesenex/Llama_3.1_8b_DodoWild_v2.01,30.309648600363573,2025-02-27,llama3.1,🤝 base merges and moerges,8.031,71.48247978436657
Nexesenex/Llama_3.1_8b_DodoWild_v2.02,30.73355916962436,2025-02-28,llama3.1,🤝 base merges and moerges,8.03,70.63791554357591
Nexesenex/Llama_3.1_8b_DodoWild_v2.03,30.60438973869286,2025-02-28,llama3.1,🤝 base merges and moerges,8.03,71.37466307277629
Nexesenex/Llama_3.1_8b_Dolermed_R1_V1.01,29.312043044222406,2025-02-28,llama3.1,🤝 base merges and moerges,8.03,67.07097933513029
Nexesenex/Llama_3.1_8b_Dolermed_V1.01,23.45268314376055,2025-02-28,llama3.1,🤝 base merges and moerges,8.031,57.15184186882299
Nexesenex/Llama_3.1_8b_Dolerstormed_V1.04,30.11303338680009,2025-03-01,llama3.1,🤝 base merges and moerges,8.03,73.22551662174304
Nexesenex/Llama_3.1_8b_Hermedive_R1_V1.01,23.809186985379387,2025-02-28,llama3.1,🤝 base merges and moerges,8.03,56.7654986522911
Nexesenex/Llama_3.1_8b_Mediver_V1.01,11.984272459370358,2025-02-27,llama3.1,🤝 base merges and moerges,8.031,28.966756513926324
Nexesenex/Llama_3.1_8b_Smarteaz_0.2_R1,28.105107642426063,2025-02-27,llama3.1,🤝 base merges and moerges,8.03,67.82569631626235
Nexesenex/Llama_3.1_8b_Smarteaz_V1.01,30.62363412318741,2025-02-27,llama3.1,🤝 base merges and moerges,8.03,69.58670260557052
Nexesenex/Llama_3.2_1b_AquaSyn_0.1,6.988906174606645,2025-02-22,llama3.2,🤝 base merges and moerges,1.498,17.30458221024259
Nexesenex/Llama_3.2_1b_Odyssea_V1,5.724136311067048,2025-02-22,llama3.2,🤝 base merges and moerges,1.498,13.719676549865225
Nexesenex/Llama_3.2_1b_Odyssea_V1.01,5.655298422411647,2025-02-26,,🤝 base merges and moerges,1.498,13.602875112309073
Nexesenex/Llama_3.2_1b_SunOrca_V1,14.008724276561884,2025-03-06,llama3.2,🤝 base merges and moerges,1.498,33.02785265049416
Nexesenex/Llama_3.2_1b_Sydonia_0.1,5.524505982897409,2025-02-22,llama3.2,🤝 base merges and moerges,1.498,11.410601976639713
Nexesenex/Llama_3.2_3b_Kermes_v2,18.49497166284455,2025-02-12,llama3.2,🤝 base merges and moerges,3.213,39.40700808625337
NikolaSigmoid/AceMath-1.5B-Instruct-dolphin-r1-200,4.389863637734279,2025-03-06,apache-2.0,🔶 fine-tuned on domain-specific datasets,0.928,10.808625336927223
NikolaSigmoid/DeepSeek-R1-Distill-Qwen-1.5B-500,3.5788564701687924,2025-03-04,apache-2.0,🔶 fine-tuned on domain-specific datasets,1.157,5.804132973944295
NikolaSigmoid/phi-4-14b,29.913839706837063,2025-02-28,apache-2.0,🔶 fine-tuned on domain-specific datasets,14.704,79.58670260557051
NotASI/FineTome-Llama3.2-3B-1002,16.7624003049829,2024-10-05,llama3.2,🔶 fine-tuned on domain-specific datasets,3.0,33.98921832884097
NotASI/FineTome-v1.5-Llama3.2-1B-1007,9.24257019295171,2024-10-07,llama3.2,🔶 fine-tuned on domain-specific datasets,1.236,18.715184186882304
NotASI/FineTome-v1.5-Llama3.2-3B-1007,17.113696212626593,2024-10-07,llama3.2,🔶 fine-tuned on domain-specific datasets,3.213,35.283018867924525
NousResearch/DeepHermes-3-Mistral-24B-Preview,31.98701372074271,2025-03-13,apache-2.0,🔶 fine-tuned on domain-specific datasets,23.572,82.60557053009883
NousResearch/Hermes-2-Pro-Llama-3-8B,22.06997572152565,2024-06-13,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",8.031,54.77987421383648
NousResearch/Hermes-2-Pro-Mistral-7B,21.84057680720769,2024-06-12,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",7.242,51.71608265947888
NousResearch/Hermes-3-Llama-3.1-70B,38.51477067349896,2024-08-28,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",70.554,88.81401617250674
NousResearch/Nous-Hermes-2-Mistral-7B-DPO,21.10058697437334,2024-06-12,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",7.242,48.7151841868823
NousResearch/Yarn-Llama-2-13b-128k,8.494146676691704,2024-06-13,,🟩 continuously pretrained,13.0,17.825696316262352
Open-Orca/Mistral-7B-OpenOrca,17.72165111279921,2024-06-12,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",7.0,38.76010781671159
OpenBuddy/openbuddy-llama3-70b-v21.2-32k,35.5534575981615,2024-09-05,other,"💬 chat models (RLHF, DPO, IFT, ...)",70.554,85.59748427672956
OpenBuddy/openbuddy-llama3-8b-v21.1-8k,20.162938316635703,2024-08-03,other,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,42.327044025157235
OpenBuddy/openbuddy-llama3.1-70b-v22.1-131k,41.24947292836925,2024-08-24,other,"💬 chat models (RLHF, DPO, IFT, ...)",70.554,82.08445642407905
OpenBuddy/openbuddy-llama3.1-8b-v22.3-131k,23.317953936657844,2024-08-24,other,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,53.6208445642408
OpenBuddy/openbuddy-yi1.5-34b-v21.3-32k,30.92470371318825,2024-08-30,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",34.407,78.72416891284816
OpenLeecher/llama3-8b-lima,15.025432287041792,2024-10-01,,"💬 chat models (RLHF, DPO, IFT, ...)",8.03,28.975741239892184
OpenScholar/Llama-3.1_OpenScholar-8B,25.961332257431867,2024-12-03,apache-2.0,🔶 fine-tuned on domain-specific datasets,8.0,63.35130278526505
Orenguteng/Llama-3.1-8B-Lexi-Uncensored-V2,28.390881228317323,2024-08-28,llama3.1,🔶 fine-tuned on domain-specific datasets,8.03,62.16531895777179
Orion-zhen/phi-4-abliterated,29.97907708859114,2024-12-20,gpl-3.0,🔶 fine-tuned on domain-specific datasets,14.66,79.52380952380952
PJMixers/LLaMa-3-CursedStock-v2.0-8B,24.166133893343385,2024-06-27,llama3,🤝 base merges and moerges,8.03,53.63881401617251
PJMixers-Dev/LLaMa-3.1-Instruct-Interleaved-Zeroed-13B,28.894562181103485,2024-12-18,llama3.1,"💬 chat models (RLHF, DPO, IFT, ...)",13.047,65.04941599281221
PJMixers-Dev/LLaMa-3.1-RomboTiesTest-8B,28.818375441031588,2024-12-20,,🤝 base merges and moerges,4.015,64.9236298292902
PJMixers-Dev/LLaMa-3.1-RomboTiesTest2-8B,28.818375441031588,2024-12-21,,🤝 base merges and moerges,4.015,64.9236298292902
PJMixers-Dev/LLaMa-3.2-Instruct-JankMix-v0.2-SFT-3B,21.772674131965854,2024-10-14,llama3.2,"💬 chat models (RLHF, DPO, IFT, ...)",3.213,46.100628930817614
PJMixers-Dev/LLaMa-3.2-Instruct-JankMixBread-v0.1-3B,19.737295916446044,2024-10-12,llama3.2,🤝 base merges and moerges,3.213,43.13566936208446
Quazim0t0/Lo-Phi-14b,37.88897941168211,2025-03-09,,🤝 base merges and moerges,14.66,82.97394429469901
Quazim0t0/Phi4.Turn.R1Distill.16bit,27.502616984496523,2025-01-30,apache-2.0,🔶 fine-tuned on domain-specific datasets,14.66,57.64600179694518
Quazim0t0/Phi4Basis-14B-sce,40.31326092128696,2025-02-03,,🤝 base merges and moerges,14.66,87.40341419586703
Quazim0t0/graphite-14b-sce,29.108509572328675,2025-02-05,,🤝 base merges and moerges,14.66,64.65408805031446
Qwen/QwQ-32B-Preview,34.11985336826446,2024-11-29,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",32.764,70.60197663971249
Qwen/Qwen1.5-0.5B,5.3510150735736985,2024-06-13,other,🟢 pretrained,0.62,12.34501347708895
Qwen/Qwen1.5-1.8B,9.269492522098927,2024-06-13,other,🟢 pretrained,1.837,29.254267744833783
Qwen/Qwen1.5-110B,29.83367750486893,2024-06-13,other,🟢 pretrained,111.21,78.27493261455525
Qwen/Qwen1.5-14B-Chat,23.56610647505137,2024-06-12,other,"💬 chat models (RLHF, DPO, IFT, ...)",14.167,48.76909254267745
Qwen/Qwen1.5-32B,27.2987558571606,2024-06-13,other,🟢 pretrained,32.512,73.60287511230908
Qwen/Qwen1.5-32B-Chat,29.25746822860332,2024-06-12,other,"💬 chat models (RLHF, DPO, IFT, ...)",32.512,68.73315363881402
Qwen/Qwen1.5-4B-Chat,12.627280110791752,2024-06-12,other,"💬 chat models (RLHF, DPO, IFT, ...)",3.95,29.559748427672954
Qwen/Qwen1.5-MoE-A2.7B,13.945920112290064,2024-06-13,other,🟢 pretrained,14.316,27.762803234501348
Qwen/Qwen2-0.5B-Instruct,6.586780633287707,2024-06-12,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",0.494,13.045822102425875
Qwen/Qwen2-1.5B-Instruct,14.141936815181689,2024-06-12,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",1.544,37.951482479784374
Qwen/Qwen2-57B-A14B,25.0338731324107,2024-06-13,apache-2.0,🟢 pretrained,57.409,68.54447439353099
Qwen/Qwen2-7B,23.9251621404824,2024-06-09,apache-2.0,🟢 pretrained,7.616,67.37646001796945
Qwen/Qwen2-7B-Instruct,27.93668778218485,2024-06-12,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",7.616,61.61725067385445
Qwen/Qwen2-Math-72B-Instruct,38.020957002292825,2024-08-19,other,"💬 chat models (RLHF, DPO, IFT, ...)",72.706,84.67205750224616
Qwen/Qwen2-VL-72B-Instruct,39.53661995549832,2024-10-20,other,🌸 multimodal,73.406,89.21832884097036
Qwen/Qwen2-VL-7B-Instruct,26.493258763428177,2024-10-20,apache-2.0,🌸 multimodal,8.291,67.02605570530098
Qwen/Qwen2.5-1.5B-Instruct,18.430509141644382,2024-09-19,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",1.5,29.074573225516616
Qwen/Qwen2.5-14B-Instruct,41.30945747711163,2024-09-18,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",14.77,70.0
Qwen/Qwen2.5-32B-Instruct,46.59714569921449,2024-09-19,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",32.764,76.72057502246182
Qwen/Qwen2.5-3B-Instruct,27.16175720903232,2024-09-19,other,"💬 chat models (RLHF, DPO, IFT, ...)",3.0,41.47349505840072
Qwen/Qwen2.5-72B,38.441143572535815,2024-09-19,other,🟢 pretrained,72.706,88.49955076370169
Qwen/Qwen2.5-7B-Instruct,35.200108659947965,2024-09-18,apache-2.0,"💬 chat models (RLHF, DPO, IFT, ...)",7.616,60.17070979335131
Qwen/Qwen2.5-Math-72B-Instruct,36.82286386234789,2024-09-29,other,"💬 chat models (RLHF, DPO, IFT, ...)",72.706,77.59209344115004
Qwen/Qwen2.5-Math-7B,17.836657156289718,2024-09-21,apache-2.0,🟩 continuously pretrained,7.616,44.37556154537286
RESMPDEV/Qwen2-Wukong-0.5B,4.975539710746782,2024-06-30,apache-2.0,🔶 fine-tuned on domain-specific datasets,0.63,9.245283018867925
RLHFlow/ArmoRM-Llama3-8B-v0.1,4.705487409302649,2024-10-08,llama3,"💬 chat models (RLHF, DPO, IFT, ...)",7.511,11.41958670260557
Replete-AI/Llama3-8B-Instruct-Replete-Adapted,22.778517848782894,2024-07-09,,🔶 fine-tuned on domain-specific datasets,8.0,47.20575022461815
Rombo-Org/Rombo-LLM-V2.5-Qwen-7b,35.259585169099566,2025-01-13,apache-2.0,🤝 base merges and moerges,7.616,59.29020664869722
SaisExperiments/Gemma-2-2B-Stheno-Filtered,15.491102762862866,2024-10-08,gemma,🔶 fine-tuned on domain-specific datasets,2.614,36.39712488769093
SaisExperiments/RightSheep-Llama3.2-3B,15.85739377536482,2025-01-25,llama3.2,"💬 chat models (RLHF, DPO, IFT, ...)",3.213,40.242587601078164
Sakalti/Llama3.2-3B-Uranus-1,21.030483022816096,2025-01-09,llama3.2,🔶 fine-tuned on domain-specific datasets,3.213,49.05660377358491
Sakalti/Phi3.5-Comets-3.8B,5.760043006242388,2024-12-21,mit,🤝 base merges and moerges,3.821,14.384546271338724
Sakalti/Qwen2.5-1B-Instruct,4.275488298707521,2025-01-18,apache-2.0,🔶 fine-tuned on domain-specific datasets,0.988,8.697214734950583
SentientAGI/Dobby-Mini-Leashed-Llama-3.1-8B,29.43899218809408,2025-02-04,llama3.1,🔶 fine-tuned on domain-specific datasets,8.03,71.49146451033243
SentientAGI/Dobby-Mini-Unhinged-Llama-3.1-8B,27.45756521473049,2025-02-04,llama3.1,🔶 fine-tuned on domain-specific datasets,8.03,64.17789757412399
Sicarius-Prototyping/Brainy_LLAMA,24.22551281841119,2024-12-04,apache-2.0,🔶 fine-tuned on domain-specific datasets,8.03,65.35489667565139
SicariusSicariiStuff/LLAMA-3_8B_Unaligned_BETA,19.14075237978403,2024-10-18,llama3.1,🔶 fine-tuned on domain-specific datasets,8.03,52.093441150044924
SicariusSicariiStuff/Phi-Line_14B,37.56208119420943,2025-02-18,mit,🔶 fine-tuned on domain-specific datasets,14.66,88.18508535489667
SicariusSicariiStuff/Qwen2.5-14B_Uncensored,31.750334298621823,2024-09-21,,🔶 fine-tuned on domain-specific datasets,14.0,80.92542677448338
SicariusSicariiStuff/Qwen2.5-14B_Uncensored_Instruct,28.95879229174073,2024-09-21,,"💬 chat models (RLHF, DPO, IFT, ...)",14.77,68.30188679245283
SkyOrbis/SKY-Ko-Llama3.2-1B-lora-epoch5,12.134493116614278,2024-12-27,llama3,🔶 fine-tuned on domain-specific datasets,1.236,27.520215633423177
SkyOrbis/SKY-Ko-Llama3.2-1B-lora-v2-epoch3,12.134493116614278,2024-12-27,llama3.2,🔶 fine-tuned on domain-specific datasets,1.236,27.520215633423177
SkyOrbis/SKY-Ko-Llama3.2-3B-lora-epoch1,20.42021662043027,2024-12-27,llama3.2,🔶 fine-tuned on domain-specific datasets,3.213,45.78616352201257
SkyOrbis/SKY-Ko-Qwen2.5-3B-Instruct,15.791201412428553,2025-01-09,,🔶 fine-tuned on domain-specific datasets,3.086,39.308176100628934
SkyOrbis/SKY-Ko-Qwen2.5-7B-Instruct-SFT-step-15000,24.13133339481089,2025-02-01,,🔶 fine-tuned on domain-specific datasets,7.616,68.50853548966757
SkyOrbis/SKY-Ko-Qwen2.5-7B-Instruct-SFT-step-5000,24.667117533839868,2025-02-04,,🔶 fine-tuned on domain-specific datasets,7.616,67.2596585804133
